Rol;dvRol;Rut;Dv;Nombre;Calle;Numero;Aclara;Pat_cTIPOPATTE;InicioActividad;CasaMatriz;Giro;Provisoria;IngProvisoria;Vencimiento;EstadoLic;CODIGO SII;ACTIVIDAD SII;Monto_Patente;EstadoPago
872797;K;76425755;3;PINTURAS Y REVESTIMIENTOS ALBUERNE SPA;HUERFANOS;1055;OFICINA;COMERCIAL;16-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CONSTRUCCION Y COMERCIALIZACION AL POR MENOR DE PINTURAS;PROVISORIA;29-12-2015;28-12-2016;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);22293;BLOQUEADO
866112;K;76425796;0;SEGURIDAD Y PROTECCION CHILE E.I.R.L.;MIRAFLORES;222;PISO;COMERCIAL;17-04-2015;CASA MATRIZ ;SERVICIOS DE SEGURIDAD INHERENTES A LA SEGURIDAD PRIVADA;DEFINITIVA;23-04-2015;22-04-2016;VIGENTE;749221;SERVICIOS INTEGRALES DE SEGURIDAD;22293;GIRADO
872111;4;76425843;6;BYS INGENIERIA ELECTRICA SPA;SAN ANTONIO;31;DEPTO;COMERCIAL;20-04-2015;CASA MATRIZ ;OFICINA DE MONTAJE, INSTALACION Y MANTENCION DE PROYECTOS ELECTRONICOS;PROVISORIA;11-12-2015;10-12-2016;VIGENTE;452020;OBRAS DE INGENIERÍA;230625;GIRADO
866484;6;76425848;7;RESTAURANTE DE COMIDA INTERNAC. TRICOLOR LIMITADA;SANTA VICTORIA;168;DEPTO;COMERCIAL;10-04-2015;CASA MATRIZ ;RESTAURANTE COMERCIAL;PROVISORIA;13-05-2015;12-05-2016;VIGENTE ;552010;RESTAURANTES;69046;GIRADO
867290;3;76425866;5;DISTRIBUIDORA CABENU SPA;HUERFANOS;1055;OFICINA;COMERCIAL;20-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA;PROVISORIA;12-06-2015;12-06-2016;VIGENTE;513930;VENTA AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA, COSMÉTICOS, JABONES Y PRODUCTOS DE LIMPIEZA;22293;GIRADO
871998;5;76425905;K;ADELANTA CONSULTING ASESORIAS E INVERSION LIMITADA;JAIME EYZAGUIRRE;9;OFICINA;COMERCIAL;21-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;PROVISORIA;07-12-2015;06-12-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;69046;GIRADO
870128;8;76426183;6;INNOVACION Y DESARR TECNOLOGICO INNOVISION SPA;HUERFANOS;1160;OFICINA;COMERCIAL;17-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA SERVICIOS INTEGRALES DE INFORMATICA;DEFINITIVA;05-10-2015;04-10-2016;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;22293;PAGADO
871006;6;76426188;7;CURVAS XL E.I.R.L.;SAN ANTONIO;385;OFICINA;COMERCIAL;22-09-2014;CASA MATRIZ ;VENTA AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL;DEFINITIVA;30-10-2015;29-10-2016;VIGENTE;525130;VENTA AL POR MENOR EN EMPRESAS DE VENTA A DISTANCIA VÍA INTERNET  COMERCIO ELECTRÓNICO;22293;PAGADO
872076;2;76426211;5;COMERCIALIZADORA LUCAS LIMITADA;SAN PABLO;3037;HASTA;COMERCIAL;23-09-2014;CASA MATRIZ ;SALA DE VENTA DE ARTICULOS DE LIMPIEZA;PROVISORIA;10-12-2015;09-12-2016;VIGENTE;513930;VENTA AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA, COSMÉTICOS, JABONES Y PRODUCTOS DE LIMPIEZA;11147;PAGADO
861979;4;76426336;7;DIMAC  EST LIMITADA;HUERFANOS;1022;OFICINA;COMERCIAL;17-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO SERVICIOS, SUMINISTROS DE PERSONAL, EMPRESAS SERVICIOS TRANSITORIOS;DEFINITIVA;07-10-2014;07-10-2015;VIGENTE;749110;SERVICIOS SUMINISTRO DE PERSONAL  EMPRESAS SERVICIOS TRANSITORIOS;22293;PAGADO
859151;2;76426337;5;SAZO Y MALDONADO LTDA;COMPAÑIA;1792;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;CAFETERIA, ELABORACION Y EXPENDIO DE EMPAREDADOS FRIOS Y CALIENTES, RELLENO Y HORNEO DE PIZZAS CON CONSUMO AL PASO;DEFINITIVA;22-05-2014;22-05-2015;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);69046;GIRADO
865375;5;76426349;9;ACCIONTIP E.I.R.L;CARMEN;602;DEPTO;COMERCIAL;16-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CONSULTORIA DE TECNOLOGIAS DE INFORMACIÓN Y PROCESOS;DEFINITIVA;17-03-2015;16-03-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;69046;PAGADO
870108;3;76426384;7;SOCIEDAD COMERCIAL MILAGROS SPA;MERCED;838;OFICINA;COMERCIAL;24-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE COMERCIALIZACION DE ARTICULOS ELECTRONICOS Y ARTICULOS DE FERRETERIA;DEFINITIVA;02-10-2015;01-10-2016;VIGENTE;523410;VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN;53652;GIRADO
869952;6;76426394;4;TELECO. Y SERVICIOS INFORMATICOS TI-GLOBAL LTDA;MERCED;838;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA SERVICIOS DE INGENIERIA PRESTADOS POR EMPRESAS;DEFINITIVA;29-09-2015;28-09-2016;VIGENTE;642090;OTROS SERVICIOS DE TELECOMUNICACIONES N.C.P.;22293;PAGADO
861910;7;76426477;0;COCCHIOLA  SPA;HUERFANOS;1373;OFICINA;COMERCIAL;24-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE REPARACION DE MAQUINARIA PARA LA INDUSTRIA METALURGICA;DEFINITIVA;02-10-2014;02-10-2015;VIGENTE;292380;REPARACIÓN DE MAQUINARIA PARA LA INDUSTRIA METALÚRGICA;22293;PAGADO
861712;0;76426478;9;DATACLINICA SPA;SAN ANTONIO;378;NIVEL;COMERCIAL;16-09-2014;CASA MATRIZ ;EMPRESA DE SERVICIOS INTEGRALES DE INFORMATICA;DEFINITIVA;24-09-2014;24-09-2015;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;69046;GIRADO
507773;7;76426553;K;SOCIEDAD BOURKE Y CONTRERAS LTDA.;CATEDRAL;2227;OFICINA;ALCOHOL;01-07-2012;SUCURSAL EN LA COMUNA ;RESTAURANTE DIURNO;DEFINITIVA;22-08-2012;22-08-2013;VIGENTE;552010;RESTAURANTES;53946;PAGADO
507774;5;76426553;K;SOCIEDAD BOURKE Y CONTRERAS LTDA.;CATEDRAL;2227;OFICINA;ALCOHOL;01-07-2012;SUCURSAL EN LA COMUNA ;RESTAURANTE NOCTURNO;DEFINITIVA;22-08-2012;22-08-2013;VIGENTE;552010;RESTAURANTES;53946;PAGADO
854379;8;76426580;7;SERVICIOS INTEGRALES INFORMATICOS CLINET LIMITADA;SANTO DOMINGO;1160;OFICINA;COMERCIAL;18-10-2010;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS INFORMATICOS;DEFINITIVA;20-08-2013;20-08-2014;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;69046;GIRADO
869941;0;76426591;2;DISTRIBUIDORA SANTA CECILIA EIRL;HUERFANOS;835;OFICINA;COMERCIAL;17-09-2014;CASA MATRIZ ;OFICINA DE COMERCIALIZADORA DE ARTICULOS DE OFICINA, ESCRITORIO E INFORMATICOS;DEFINITIVA;29-09-2015;28-09-2016;VIGENTE;523924;COMERCIO DE ARTÍCULOS DE SUMINISTROS DE OFICINAS Y ARTÍCULOS DE ESCRITORIO EN GENERAL;22293;GIRADO
849565;3;76426604;8;PIZZABELLA SPA;MERCED;309;OFICINA;COMERCIAL;09-09-2014;CASA MATRIZ ;ELABORACION DE PIZZAS Y AMASANDERIA;DEFINITIVA;07-12-2012;07-12-2013;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);69046;GIRADO
863575;7;76426639;0;INGENIERIA E INVERSIONES F.L.V. SPA;HUERFANOS;1160;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORIA EN AREA CIVIL, INDUSTRIAL, AUDITORIA EN INVERSION;DEFINITIVA;19-12-2014;19-12-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
863900;0;76426653;6;G4 COMUNICACIONES LIMITADA;HUERFANOS;1160;OFICINA;COMERCIAL;22-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS DE TELECOMUNICACIONES;DEFINITIVA;09-01-2015;09-01-2016;VIGENTE;642090;OTROS SERVICIOS DE TELECOMUNICACIONES N.C.P.;22293;PAGADO
870485;6;99555310;4;INMOBILIARIA INVERSIONES Y ASESORIAS SANTA BARBARA  S.A.;ESTADO;115;OFICINA;COMERCIAL;17-09-2015;CASA MATRIZ ;ASESORIAS EMPRESARIALES,  SOCIEDAD DE INVERSIONES E INMOBILIARIA;PROVISORIA;15-10-2015;14-10-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;465161;GIRADO
873259;0;99557440;3;BUSES METROPOLITANA S A.;FANOR VELASCO;85;PISO;COMERCIAL;05-01-2016;SUCURSAL EN OTRA COMUNA ;OFICINA ADMINISTRATIVA DE EMPRESA DE TRANSPORTE.;PROVISORIA;13-01-2016;12-01-2017;VIGENTE;602120;TRANSPORTE URBANO DE PASAJEROS VÍA AUTOBUS (LOCOMOCIÓN COLECTIVA);675407;PAGADO
873262;0;99557440;3;BUSES METROPOLITANA S A.;MONEDA;1644;LOCAL;COMERCIAL;05-01-2016;SUCURSAL EN LA COMUNA ;PFICINA ADMINISTRATIVA DE RR.HH DE EMPRESA DE TRANSPORTES.;PROVISORIA;13-01-2016;12-01-2017;VIGENTE;602120;TRANSPORTE URBANO DE PASAJEROS VÍA AUTOBUS (LOCOMOCIÓN COLECTIVA);432398;PAGADO
863205;7;99559010;7;SERVICIO DE TRANSPORTE DE  PERSONAS SANTIAGO S A;ABDON CIFUENTES;51;OFICINA;COMERCIAL;12-08-2013;SUCURSAL EN LA COMUNA ;DOMICILIO POSTAL TRIBUTARIO DE TRANSPORTE DE PERSONAS;DEFINITIVA;03-12-2014;03-12-2015;VIGENTE;602120;TRANSPORTE URBANO DE PASAJEROS VÍA AUTOBUS (LOCOMOCIÓN COLECTIVA);685501;GIRADO
867772;7;99559010;7;SERVICIO DE TRANSPORTE DE  PERSONAS SANTIAGO S A;ABDON CIFUENTES;51;OFICINA;COMERCIAL;12-08-2013;SUCURSAL EN LA COMUNA ;OFICINA ADMINISTRATIVA;PROVISORIA;03-07-2015;03-07-2016;VIGENTE;602120;TRANSPORTE URBANO DE PASAJEROS VÍA AUTOBUS (LOCOMOCIÓN COLECTIVA);6857473;PAGADO
869648;9;99559340;8;INVERSIONES LOS_LAURELES  S.A;FANOR VELASCO;85;OFICINA;COMERCIAL;08-09-2015;SUCURSAL EN LA COMUNA ;OFICINA DE SOCIEDAD DE INVERSIONES;PROVISORIA;16-09-2015;15-09-2016;VIGENTE;671990;OTRAS ACTIVIDADES AUXILIARES DE LA INTERMEDIACIÓN FINANCIERA N.C.P.;4544901;PAGADO
859989;0;99559900;7;INCONSULT SERVICIOS S.A;MORANDE;115;OFICINA;COMERCIAL;25-06-2004;CASA MATRIZ ;OFICINA DE SERVICIOS DE ASESORIAS;DEFINITIVA;10-07-2014;10-07-2015;VIGENTE;749990;OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;22293;GIRADO
859884;3;99560360;8;DOLPIN IMPORT S.A;CONFERENCIA;497;OFICINA;COMERCIAL;25-06-2014;SUCURSAL EN LA COMUNA ;IMPORTACION, COMERCIALIZACION, DISTRIBUCION DE MUEBLES, JUGUETES, PRODUCTOS DE EXPORTACION, ESCOLARES, OFICINA, ROPA, LENTES OPTICOS, ACCESORIOS DE VEHICULOS Y REPUESTOS;DEFINITIVA;03-07-2014;03-07-2015;VIGENTE;513990;VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P.;655162;PAGADO
859884;3;99560360;8;DOLPIN IMPORT S.A;CONFERENCIA;497;OFICINA;COMERCIAL;25-06-2014;SUCURSAL EN LA COMUNA ;IMPORTACION, COMERCIALIZACION, DISTRIBUCION DE MUEBLES, JUGUETES, PRODUCTOS DE EXPORTACION, ESCOLARES, OFICINA, ROPA, LENTES OPTICOS, ACCESORIOS DE VEHICULOS Y REPUESTOS;DEFINITIVA;03-07-2014;03-07-2015;VIGENTE;513990;VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P.;655162;PAGADO
860669;2;99562480;K;INMOBILIARIA GESTION PUNTO RETAIL S.A.;MIRAFLORES;383;PISO;COMERCIAL;29-03-2004;CASA MATRIZ ;OFICINA DE CONSTRUCCION DE EDIFICIOS COMPLETOS O PARTES DE EDIFICIOS;DEFINITIVA;11-08-2014;11-08-2015;VIGENTE;452010;CONSTRUCCIÓN DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS;30780781;PAGADO
855518;4;99563820;7;CAMNET CHILE S.A.;AVENIDA VICUÑA MACKENNA;1443;DEPTO;COMERCIAL;19-06-2013;CASA MATRIZ ;COMERCIALIZACION DE Y VENTA DE PRODUCTOS PARA REDES DE COMPUTACION;DEFINITIVA;21-10-2013;21-10-2014;VIGENTE;523930;COMERCIO AL POR MENOR DE COMPUTADORAS, SOFTWARES Y SUMINISTROS;3599689;GIRADO
857590;8;99564240;9;CERAGEM CHILE S.A.;AHUMADA;226;DEPTO;COMERCIAL;31-05-2013;SUCURSAL EN LA COMUNA ;EXHIBICIÓN Y VENTA DE CAMILLAS DE MASAJES;DEFINITIVA;27-02-2014;27-02-2015;VIGENTE;521900;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIALIZADOS;227810;PAGADO
863683;4;99565810;0;COMERCIAL CW CHILE LTDA.;PUENTE;689;LOCAL;COMERCIAL;19-07-2013;SUCURSAL EN OTRA COMUNA ;RESTAURANTE COMERCIAL;DEFINITIVA;26-12-2014;26-12-2015;VIGENTE;552010;RESTAURANTES;233835;PAGADO
869111;8;99567880;2;VADELL S.A.;ALMIRANTE BARROSO;827;HASTA;COMERCIAL;25-08-2015;CASA MATRIZ ;VENTA DE ARTICULOS DEPORTIVOS;PROVISORIA;26-08-2015;25-08-2016;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;279153;PAGADO
865297;K;99577130;6;INVERSIONES ANTULAFQUEN LIMITADA;AGUSTINAS;853;OFICINA;COMERCIAL;19-12-2014;CASA MATRIZ ;OFICINA ADM. SERVICIOS DE ASESORIAS EDUCACIONALES Y COMERCIALES;DEFINITIVA;13-03-2015;12-03-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;403512;GIRADO
851125;K;99578880;2;BANCO ESTADOCENTRO SERVICIOS SAREPLEGPATRICIA MORALES;NUEVA YORK;9;OFICINA;COMERCIAL;05-03-2013;SUCURSAL EN LA COMUNA ;OF ADM PARA RECAUDACION Y PAGO DE SERVICIOS;DEFINITIVA;05-03-2013;05-03-2014;VIGENTE;671990;OTRAS ACTIVIDADES AUXILIARES DE LA INTERMEDIACIÓN FINANCIERA N.C.P.;288625;PAGADO
858150;9;99578880;2;BANCO ESTADOCENTRO SERVICIOS SAREPLEGPATRICIA MORALES;ALAMEDA L. BERNARDO OHIGGINS;620;LOCAL;COMERCIAL;28-03-2014;SUCURSAL EN LA COMUNA ;OTRAS ACTIVIDADES AUXILIARES DE LA INTERMEDIACIÓN FINANCIERA N.C.P.  RECAUDACIÓN;DEFINITIVA;28-03-2014;28-03-2015;VIGENTE;671990;OTRAS ACTIVIDADES AUXILIARES DE LA INTERMEDIACIÓN FINANCIERA N.C.P.;109172;PAGADO
871157;7;99579020;3;IMPORTADORA VICTORIA S.A.;SALVADOR SANFUENTES;2443;LOCAL;COMERCIAL;01-01-2010;SUCURSAL EN LA COMUNA ;IMPORTADORA DISTRIBUIDORA ARTICUCLOS ELECTRONICOS, MENAJE, JUGUETERIA, HOGAR ,LIBRERIA;DEFINITIVA;05-11-2015;04-11-2016;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;103094;PAGADO
859275;6;99583250;K;INVERSIONES CAMBIO COSTERO S.A.;MONEDA;726;OFICINA;COMERCIAL;28-01-2005;CASA MATRIZ ;CASA DE CAMBIO COMPRA VENTA DE MONEDAS EXTRANJERAS;DEFINITIVA;27-05-2014;27-05-2015;VIGENTE;671940;CASAS DE CAMBIO Y OPERADORES DE DIVISA;173438;GIRADO
848568;2;99583340;9;INNOVA FOODS S.A.;HUERFANOS;757;OFICINA;COMERCIAL;01-01-2010;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;17-10-2012;17-10-2013;VIGENTE;749990;OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;610774;PAGADO
868580;0;99586830;K;EURO CONSTRUCTORA SPA;ALDUNATE;936;LOCAL;COMERCIAL;05-08-2015;SUCURSAL EN OTRA COMUNA ;OFICINA ADMINISTRATIVA DE CONSTRUCCION DE EDIFICIOS COMPLETOS O PARTES DE EDIFICIOS;PROVISORIA;06-08-2015;05-08-2016;VIGENTE;452010;CONSTRUCCIÓN DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS;1286595;PAGADO
868845;1;99586830;K;EURO CONSTRUCTORA SPA;ARTURO PRAT;1332;OFICINA;COMERCIAL;17-08-2015;SUCURSAL EN LA COMUNA ;OFICINA TECNICA Y DE INSTALACION DE FAENAS;DEFINITIVA;18-08-2015;17-08-2016;VIGENTE;452010;CONSTRUCCIÓN DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS;174605;PAGADO
869610;1;99586830;K;EURO CONSTRUCTORA SPA;AVENIDA MANUEL ANTONIO MATTA;558;LOCAL;COMERCIAL;14-09-2015;SUCURSAL EN LA COMUNA ;OFICINA ADMINISTRATIVA DE CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS;PROVISORIA;15-09-2015;14-09-2016;VIGENTE;452010;CONSTRUCCIÓN DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS;1325810;PAGADO
868867;2;99588050;4;SISTEMA DE_ENERGIA S.A.;ARZOBISPO GONZALEZ;491;OFICINA;COMERCIAL;02-06-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ACTIVIDADES EMPRESARIALES;PROVISORIA;18-08-2015;17-08-2016;VIGENTE;749990;OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;325040;GIRADO
859515;1;99588720;7;INVERSIONES CUMBRES SOCIEDAD ANONIMA;SAN ANTONIO;19;OFICINA;COMERCIAL;29-03-2005;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE CONTRATISTA EN CONSTRUCCION, OBRAS MENORES Y ARRENDAMIENTO DE BIENES INMUEBLES AMOBLADOS;DEFINITIVA;09-06-2014;09-06-2015;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);22293;GIRADO
857063;9;99592090;5;H.A. DISEÑO COMERCIAL S.A.;COMPAÑIA;1214;LOCAL;COMERCIAL;27-01-2014;SUCURSAL EN OTRA COMUNA ;VENTA AL POR MENOR DE PRENDAS DE VESTIR;DEFINITIVA;28-01-2014;28-01-2015;VIGENTE;523220;VENTA AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL, INCLUYE ACCESORIOS;380355;GIRADO
862141;1;99596910;6;CIBERGESTION CHILE S.A.;SANTA LUCIA;150;PISO;COMERCIAL;10-10-2014;SUCURSAL EN LA COMUNA ;OFICINA DE ASESORERIA LEGAL Y ADMINISTRATIVA EN GESTION HIPOTECARIA;DEFINITIVA;14-10-2014;14-10-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;121600;PAGADO
867218;0;99596910;6;CIBERGESTION CHILE S.A.;MIRAFLORES;383;OFICINA;COMERCIAL;10-06-2015;SUCURSAL EN LA COMUNA ;OFICINA ASESORIA ADMINISTRATIVA HIPOTECARIA;PROVISORIA;11-06-2015;10-06-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;107793;PAGADO
867219;9;99596910;6;CIBERGESTION CHILE S.A.;MIRAFLORES;383;OFICINA;COMERCIAL;10-06-2015;SUCURSAL EN LA COMUNA ;OFICINA  ASESORIA ADMINISTRATIVA HIPOTECARIA;PROVISORIA;11-06-2015;10-06-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;110821;PAGADO
863680;K;99597550;5;HOLDEM S.A.;SAN ANTONIO;385;OFICINA;COMERCIAL;16-06-2005;CASA MATRIZ;DOMICILIO POSTAL TRIBUTARIO DE OFICINA ADMINISTRATIVA;DEFINITIVA;26-12-2014;26-12-2015;VIGENTE;523930;COMERCIO AL POR MENOR DE COMPUTADORAS, SOFTWARES Y SUMINISTROS;20579;PAGADO
